name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug,twitter_id
Savannah State University,29%,"$29,600 USD",21:1,97%,"$10,282 USD",,82.6%,1267,"Savannah, Georgia",1267,"4,800",1063,Savannah-State-University,
Savannah College of Art and Design,68%,"$35,100 USD",20:1,98%,"$38,645 USD",,69.9%,1585,"Savannah, Georgia",1585,"11,861",1062,Savannah-College-of-Art-and-Design,
Sarah Lawrence College,69%,"$37,000 USD",9:1,75%,"$37,422 USD",,53.4%,1890,"Bronxville, New York",1890,"1,643",2929,Sarah-Lawrence-College,
Santa Fe University of Art and Design,24%,"$35,400 USD",14:1,100%,"$29,126 USD",,99.8%,1530,"Santa Fe, New Mexico",1530,919,2673,Santa-Fe-University-of-Art-and-Design,
Santa Fe College,,"$33,400 USD",23:1,72%,"$7,436 USD",,,,"Gainesville, Florida",,,934,Santa-Fe-College,
Santa Clara University,84%,"$67,600 USD",12:1,72%,"$37,198 USD",76,48.8%,1957,"Santa Clara, California",1957,"8,680",583,Santa-Clara-University,
Santa Barbara Business College-Ventura,,"$32,800 USD",9:1,96%,"$19,745 USD",,,,"Ventura, California",,,5935,Santa-Barbara-Business-College-Ventura,
Santa Barbara Business College-Santa Maria,,"$26,900 USD",10:1,93%,"$15,944 USD",,,,"Santa Maria, California",,,581,Santa-Barbara-Business-College-Santa-Maria,
Santa Barbara Business College-Bakersfield,,"$22,000 USD",11:1,98%,"$19,204 USD",,,,"Bakersfield, California",,,579,Santa-Barbara-Business-College-Bakersfield,
Sanford-Brown College-Tysons Corner,38%,"$34,300 USD",6:1,,,,,,"Mclean, Virginia",,,4446,Sanford-Brown-College-Tysons-Corner,
Sanford-Brown College-Tampa,24%,"$27,900 USD",11:1,95%,,,,,"Tampa, Florida",,,872,Sanford-Brown-College-Tampa,
Sanford-Brown College-Seattle,40%,"$27,900 USD",9:1,92%,,,,,"Tukwila, Washington",,,6701,Sanford-Brown-College-Seattle,
Sanford-Brown College-San Antonio,,"$27,900 USD",6:1,80%,,,,,"San Antonio, Texas",,,7011,Sanford-Brown-College-San-Antonio,
Sanford-Brown College-Orlando,27%,"$27,900 USD",8:1,100%,,,,,"Orlando, Florida",,,6224,Sanford-Brown-College-Orlando,
Sanford-Brown College-Online,0%,"$27,900 USD",12:1,95%,,,,,"Tampa, Florida",,,8178,Sanford-Brown-College-Online,
Sanford-Brown College-Mendota Heights,48%,"$31,700 USD",3:1,100%,,,,,"Mendota Heights, Minnesota",,,2196,Sanford-Brown-College-Mendota-Heights,
Sanford-Brown College-Las Vegas,18%,"$27,900 USD",7:1,93%,,,,,"Henderson, Nevada",,,6700,Sanford-Brown-College-Las-Vegas,
Sanford-Brown College-Fenton,38%,"$29,300 USD",4:1,,,,,,"Fenton, Missouri",,,2394,Sanford-Brown-College-Fenton,
Sanford-Brown College-Chicago,17%,"$25,700 USD",7:1,100%,,,,,"Chicago, Illinois",,,1205,Sanford-Brown-College-Chicago,
Sanford-Brown College-Brooklyn Center,48%,"$31,700 USD",4:1,100%,,,,,"Brooklyn Center, Minnesota",,,8837,Sanford-Brown-College-Brooklyn-Center,
San Juan Bautista School of Medicine,,,7:1,42%,"$4,965 USD",,100.0%,,"Caguas, Puerto Rico",,320,5861,San-Juan-Bautista-School-of-Medicine,
San Jose State University,48%,"$53,700 USD",27:1,76%,"$13,642 USD",,55.2%,1575,"San Jose, California",1575,"32,773",576,San-Jose-State-University,
San Ignacio College,,,1:1,100%,"$8,416 USD",,,,"Doral, Florida",,,36527,San-Ignacio-College,
San Francisco State University,45%,"$47,200 USD",25:1,78%,"$12,941 USD",,67.9%,1462,"San Francisco, California",1462,"30,256",566,San-Francisco-State-University,
San Francisco Conservatory of Music,64%,,7:1,98%,"$34,203 USD",,46.7%,1582,"San Francisco, California",1582,379,565,San-Francisco-Conservatory-of-Music,
San Francisco Art Institute,29%,"$27,800 USD",10:1,100%,"$44,999 USD",,65.4%,1580,"San Francisco, California",1580,599,564,San-Francisco-Art-Institute,
San Diego State University,66%,"$47,400 USD",28:1,66%,"$14,048 USD",255,34.4%,1680,"San Diego, California",1680,"34,254",562,San-Diego-State-University,
San Diego Christian College,41%,"$33,900 USD",16:1,100%,"$27,243 USD",,51.7%,1390,"Santee, California",1390,916,307,San-Diego-Christian-College,
Samuel Merritt University,,"$108,000 USD",8:1,,,,,1645,"Oakland, California",1645,,556,Samuel-Merritt-University,
Samford University,69%,"$45,800 USD",12:1,98%,"$28,578 USD",414,93.3%,1660,"Birmingham, Alabama",1660,"5,206",50,Samford-University,
Sam Houston State University,51%,"$41,100 USD",21:1,93%,"$11,872 USD",,72.7%,1485,"Huntsville, Texas",1485,"20,031",4216,Sam-Houston-State-University,
Salve Regina University,64%,"$49,700 USD",13:1,100%,"$28,867 USD",,72.6%,1657,"Newport, Rhode Island",1657,"2,757",3863,Salve-Regina-University,
Salish Kootenai College,37%,"$24,300 USD",11:1,94%,"$8,375 USD",,,,"Pablo, Montana",,,2450,Salish-Kootenai-College,
Salisbury University,67%,"$46,200 USD",16:1,87%,"$17,495 USD",479,60.6%,1725,"Salisbury, Maryland",1725,"8,671",1856,Salisbury-University,
Salem State University,46%,"$40,400 USD",15:1,89%,"$15,588 USD",,74.9%,1476,"Salem, Massachusetts",1476,"9,215",1993,Salem-State-University,
Salem International University,7%,"$27,100 USD",23:1,96%,"$20,649 USD",,,1432,"Salem, West Virginia",1432,,4564,Salem-International-University,
Salem College,64%,"$31,900 USD",11:1,98%,"$17,210 USD",319,62.2%,1635,"Winston-Salem, North Carolina",1635,"1,087",3129,Salem-College,
Saint Xavier University,47%,"$43,200 USD",13:1,100%,"$16,355 USD",,74.7%,1500,"Chicago, Illinois",1500,"3,949",1282,Saint-Xavier-University,
Saint Vincent College,70%,"$45,300 USD",12:1,100%,"$20,367 USD",261,69.8%,1560,"Latrobe, Pennsylvania",1560,"1,857",3791,Saint-Vincent-College,
Saint Peter's University,53%,"$44,300 USD",13:1,100%,"$13,906 USD",,67.3%,1372,"Jersey City, New Jersey",1372,"3,406",2630,Saint-Peter-s-University,
Saint Norbert College,74%,"$43,800 USD",13:1,99%,"$23,796 USD",250,77.7%,1672,"De Pere, Wisconsin",1672,"2,180",4626,Saint-Norbert-College,
Saint Michael's College,75%,"$46,600 USD",11:1,100%,"$30,248 USD",382,76.0%,1755,"Colchester, Vermont",1755,"2,367",4339,Saint-Michael-s-College,
Saint Mary-of-the-Woods College,60%,"$31,600 USD",6:1,100%,"$17,298 USD",,59.4%,1380,"Saint Mary Of The Woods, Indiana",1380,873,1414,Saint-Mary-of-the-Woods-College,
Saint Mary's University of Minnesota,55%,"$41,600 USD",18:1,99%,"$20,131 USD",,77.6%,1463,"Winona, Minnesota",1463,"5,931",2218,Saint-Mary-s-University-of-Minnesota,
Saint Mary's College of California,60%,"$58,400 USD",11:1,89%,"$33,075 USD",,97.5%,1683,"Moraga, California",1683,"4,030",601,Saint-Mary-s-College-of-California,
Saint Mary's College,71%,"$46,500 USD",10:1,98%,"$27,508 USD",222,80.4%,1650,"Notre Dame, Indiana",1650,"1,657",1415,Saint-Mary-s-College,
Saint Martin's University,48%,"$45,100 USD",11:1,93%,"$20,571 USD",,93.1%,1529,"Lacey, Washington",1529,"1,719",4505,Saint-Martin-s-University,
Saint Luke's College of Health Sciences,,"$59,500 USD",17:1,,,,,,"Kansas City, Missouri",,,2406,Saint-Luke-s-College-of-Health-Sciences,
Saint Louis University,70%,"$53,800 USD",11:1,95%,"$33,910 USD",276,63.3%,1822,"Saint Louis, Missouri",1822,"17,047",2392,Saint-Louis-University,
Saint Louis Christian College,30%,"$29,300 USD",7:1,100%,"$14,423 USD",,36.1%,,"Florissant, Missouri",,173,2397,Saint-Louis-Christian-College,
Saint Leo University,46%,"$42,100 USD",15:1,99%,"$21,377 USD",,72.5%,1425,"Saint Leo, Florida",1425,"15,800",931,Saint-Leo-University,
Saint Josephs College,44%,"$40,200 USD",14:1,99%,"$16,744 USD",,71.2%,1432,"Rensselaer, Indiana",1432,"1,066",1413,Saint-Josephs-College,
Saint Joseph's University,79%,"$58,400 USD",13:1,100%,"$37,191 USD",396,81.9%,1665,"Philadelphia, Pennsylvania",1665,"8,625",3790,Saint-Joseph-s-University,
Saint Joseph's College-New York,72%,"$52,000 USD",11:1,98%,"$15,702 USD",237,67.9%,1500,"Brooklyn, New York",1500,"4,749",2936,Saint-Joseph-s-College-New-York,
Saint Joseph's College of Maine,55%,"$39,100 USD",12:1,95%,"$26,543 USD",,77.6%,1455,"Standish, Maine",1455,"2,581",1794,Saint-Joseph-s-College-of-Maine,
Saint Joseph Seminary College,75%,,8:1,59%,"$27,299 USD",,,,"St. Benedict, Louisiana",,,1741,Saint-Joseph-Seminary-College,
Saint Johns University,79%,"$56,100 USD",12:1,100%,"$24,775 USD",131,74.1%,1530,"Collegeville, Minnesota",1530,"1,869",2217,Saint-Johns-University,
Saint Johns River State College,,"$29,500 USD",19:1,73%,"$7,112 USD",,,,"Palatka, Florida",,,940,Saint-Johns-River-State-College,
Saint John's Seminary,,,7:1,,,,,,"Brighton, Massachusetts",,,1992,Saint-John-s-Seminary,
Saint John Vianney College Seminary,0%,,10:1,60%,"$29,936 USD",,,,"Miami, Florida",,,939,Saint-John-Vianney-College-Seminary,
Saint John Fisher College,72%,"$45,200 USD",12:1,100%,"$25,419 USD",201,62.4%,1600,"Rochester, New York",1600,"3,823",2944,Saint-John-Fisher-College,
Saint Gregory The Great Seminary,,,,,,,,,"Seward, Nebraska",,,36525,Saint-Gregory-The-Great-Seminary,
Saint Francis University,71%,"$46,400 USD",14:1,98%,"$25,291 USD",420,74.1%,1550,"Loretto, Pennsylvania",1550,"2,664",3789,Saint-Francis-University,
Saint Francis Medical Center College of Nursing,,"$54,200 USD",10:1,,,,,,"Peoria, Illinois",,,1279,Saint-Francis-Medical-Center-College-of-Nursing,
Saint Edward's University,70%,"$44,200 USD",14:1,89%,"$22,699 USD",322,77.5%,1680,"Austin, Texas",1680,"4,620",4213,Saint-Edward-s-University,
Saint Cloud State University,47%,"$41,600 USD",23:1,87%,"$12,935 USD",,86.2%,1530,"Saint Cloud, Minnesota",1530,"16,096",2216,Saint-Cloud-State-University,
Saint Charles Borromeo Seminary-Overbrook,67%,,7:1,31%,"$31,900 USD",,,1790,"Wynnewood, Pennsylvania",1790,,3805,Saint-Charles-Borromeo-Seminary-Overbrook,
Saint Catharine College,11%,"$28,800 USD",10:1,99%,"$23,419 USD",,77.7%,1375,"Saint Catharine, Kentucky",1375,649,1645,Saint-Catharine-College,
Saint Augustine's University,29%,"$25,300 USD",12:1,100%,"$21,503 USD",,57.7%,1100,"Raleigh, North Carolina",1100,810,3128,Saint-Augustine-s-University,
Saint Augustine College,,"$24,900 USD",16:1,91%,"$7,488 USD",,,,"Chicago, Illinois",,,1288,Saint-Augustine-College,
Saint Anthony College of Nursing,,"$57,600 USD",7:1,,,,,,"Rockford, Illinois",,,1297,Saint-Anthony-College-of-Nursing,
Saint Anselm College,74%,"$52,800 USD",11:1,99%,"$31,316 USD",234,72.9%,1715,"Manchester, New Hampshire",1715,"1,927",2543,Saint-Anselm-College,
Saint Ambrose University,61%,"$44,900 USD",10:1,99%,"$24,884 USD",,73.0%,,"Davenport, Iowa",,"3,266",1489,Saint-Ambrose-University,
Saginaw Valley State University,39%,"$37,400 USD",18:1,95%,"$13,812 USD",,76.1%,,"University Center, Michigan",,"9,633",2114,Saginaw-Valley-State-University,
Sacred Heart University,70%,"$53,900 USD",15:1,100%,"$38,313 USD",,59.0%,1413,"Fairfield, Connecticut",1413,"8,235",771,Sacred-Heart-University,
Sacred Heart Major Seminary,50%,,6:1,100%,"$12,882 USD",,,,"Detroit, Michigan",,,2113,Sacred-Heart-Major-Seminary,
Rutgers University-Newark,67%,"$54,500 USD",14:1,81%,"$10,569 USD",351,64.6%,1535,"Newark, New Jersey",1535,"11,720",2627,Rutgers-University-Newark,
Rutgers University-New Brunswick,79%,"$54,500 USD",15:1,69%,"$15,869 USD",159,58.5%,1825,"New Brunswick, New Jersey",1825,"49,428",2626,Rutgers-University-New-Brunswick,
Rutgers University-Camden,55%,"$54,500 USD",12:1,95%,"$13,524 USD",462,58.4%,1520,"Camden, New Jersey",1520,"6,408",2625,Rutgers-University-Camden,
Rust College,19%,"$22,700 USD",16:1,99%,"$9,870 USD",,41.5%,,"Holly Springs, Mississippi",,856,2276,Rust-College,
Rush University,,"$73,400 USD",5:1,,,,,,"Chicago, Illinois",,,1278,Rush-University,
Rowan University,68%,"$49,100 USD",18:1,86%,"$18,129 USD",,71.1%,1580,"Glassboro, New Jersey",1580,"16,155",2585,Rowan-University,
Rosemont College,46%,"$47,800 USD",10:1,100%,"$18,073 USD",,70.6%,1350,"Rosemont, Pennsylvania",1350,887,3788,Rosemont-College,
Roseman University of Health Sciences,,,6:1,,,,,,"Henderson, Nevada",,,6604,Roseman-University-of-Health-Sciences,
Rose-Hulman Institute of Technology,78%,"$79,200 USD",13:1,99%,"$40,198 USD",94,57.8%,1905,"Terre Haute, Indiana",1905,"2,354",1410,Rose-Hulman-Institute-of-Technology,
Roosevelt University,41%,"$44,700 USD",11:1,99%,"$23,274 USD",,72.3%,1622,"Chicago, Illinois",1622,"5,352",1276,Roosevelt-University,
Rollins College,67%,"$42,700 USD",10:1,85%,"$33,191 USD",,60.4%,1790,"Winter Park, Florida",1790,"3,260",928,Rollins-College,
Rogers State University,18%,"$31,900 USD",19:1,86%,"$13,325 USD",,81.8%,,"Claremore, Oklahoma",,"4,081",3468,Rogers-State-University,
Roger Williams University,63%,"$47,400 USD",14:1,96%,"$35,755 USD",,78.5%,1646,"Bristol, Rhode Island",1646,"4,801",3862,Roger-Williams-University,
Rocky Mountain College of Art and Design,49%,"$28,300 USD",10:1,100%,"$27,697 USD",,,1479,"Lakewood, Colorado",1479,,707,Rocky-Mountain-College-of-Art-and-Design,
Rocky Mountain College,40%,"$38,900 USD",11:1,98%,"$18,277 USD",,69.9%,1489,"Billings, Montana",1489,"1,035",2449,Rocky-Mountain-College,
Rockhurst University,69%,"$45,600 USD",12:1,100%,"$22,939 USD",349,73.6%,1665,"Kansas City, Missouri",1665,"2,825",2388,Rockhurst-University,
Rockford University,39%,"$39,300 USD",10:1,100%,"$21,294 USD",,53.8%,1445,"Rockford, Illinois",1445,"1,274",1275,Rockford-University,
Rochester Institute of Technology,66%,"$59,300 USD",13:1,94%,"$28,779 USD",329,57.3%,1805,"Rochester, New York",1805,"16,639",2914,Rochester-Institute-of-Technology,
Rochester College,44%,"$34,600 USD",12:1,89%,"$16,504 USD",,57.9%,1346,"Rochester Hills, Michigan",1346,"1,173",2085,Rochester-College,
Roberts Wesleyan College,61%,"$42,100 USD",13:1,99%,"$22,276 USD",424,66.3%,1570,"Rochester, New York",1570,"1,712",2912,Roberts-Wesleyan-College,
Robert Morris University Illinois,80%,"$31,800 USD",22:1,99%,"$18,946 USD",366,24.5%,,"Chicago, Illinois",,"3,056",1272,Robert-Morris-University-Illinois,
Robert Morris University,56%,"$43,700 USD",15:1,92%,"$24,289 USD",,77.7%,1545,"Moon Township, Pennsylvania",1545,"5,377",3786,Robert-Morris-University,
Roanoke College,64%,"$44,000 USD",11:1,100%,"$29,720 USD",439,72.5%,1624,"Salem, Virginia",1624,"2,001",4419,Roanoke-College,
Rivier University,59%,"$41,700 USD",18:1,100%,"$26,633 USD",,57.3%,1440,"Nashua, New Hampshire",1440,"2,599",2542,Rivier-University,
Ripon College,74%,"$42,000 USD",11:1,100%,"$20,043 USD",176,66.1%,1657,"Ripon, Wisconsin",1657,794,4624,Ripon-College,
Rio Grande Bible Institute,20%,,4:1,,,,77.8%,,"Edinburg, Texas",,136,8828,Rio-Grande-Bible-Institute,
Ringling College of Art and Design,65%,"$34,600 USD",11:1,84%,"$42,532 USD",,76.5%,,"Sarasota, Florida",,"1,262",925,Ringling-College-of-Art-and-Design,
Rider University,66%,"$49,400 USD",12:1,100%,"$29,583 USD",469,69.0%,1505,"Lawrenceville, New Jersey",1505,"5,069",2623,Rider-University,
Rice University,91%,"$64,500 USD",6:1,65%,"$22,462 USD",19,16.0%,2200,"Houston, Texas",2200,"6,719",4210,Rice-University,
Rhodes College,78%,"$51,800 USD",10:1,94%,"$29,659 USD",85,46.9%,1920,"Memphis, Tennessee",1920,"2,063",4033,Rhodes-College,
Rhode Island School of Design,87%,"$44,300 USD",9:1,48%,"$37,949 USD",209,37.2%,1905,"Providence, Rhode Island",1905,"2,481",3861,Rhode-Island-School-of-Design,
Rhode Island College,43%,"$39,100 USD",14:1,87%,"$8,632 USD",,71.6%,1365,"Providence, Rhode Island",1365,"8,512",3858,Rhode-Island-College,
Resurrection University,,,7:1,,,,,,"Chicago, Illinois",,,1313,Resurrection-University,
Research College of Nursing,,"$55,500 USD",8:1,,,,,,"Kansas City, Missouri",,,2385,Research-College-of-Nursing,
Renton Technical College,,"$34,800 USD",13:1,73%,"$5,812 USD",,,,"Renton, Washington",,,36497,Renton-Technical-College,
Rensselaer Polytechnic Institute,85%,"$79,600 USD",15:1,90%,"$37,820 USD",75,41.9%,2077,"Troy, New York",2077,"6,982",2910,Rensselaer-Polytechnic-Institute,
Remington College-Tampa Campus,44%,"$26,200 USD",9:1,98%,"$19,795 USD",,,,"Tampa, Florida",,,900,Remington-College-Tampa-Campus,
Remington College-Shreveport Campus,,"$20,200 USD",12:1,99%,"$22,227 USD",,71.8%,,"Shreveport, Louisiana",,307,8986,Remington-College-Shreveport-Campus,
Remington College-Memphis Campus,,"$24,000 USD",19:1,96%,"$20,353 USD",,80.8%,,"Memphis, Tennessee",,724,5525,Remington-College-Memphis-Campus,
Remington College-Honolulu Campus,64%,"$24,000 USD",21:1,98%,"$20,673 USD",,77.3%,,"Honolulu, Hawaii",,463,5109,Remington-College-Honolulu-Campus,
Remington College-Heathrow Campus,,"$26,200 USD",7:1,95%,"$20,049 USD",,65.7%,,"Heathrow, Florida",,252,8558,Remington-College-Heathrow-Campus,
Remington College-Fort Worth Campus,,"$25,900 USD",18:1,94%,"$21,639 USD",,77.6%,,"Fort Worth, Texas",,492,36499,Remington-College-Fort-Worth-Campus,
Remington College-Dallas Campus,,"$25,900 USD",24:1,98%,"$20,636 USD",,87.8%,,"Garland, Texas",,890,4094,Remington-College-Dallas-Campus,
Remington College of Nursing Orlando,,"$26,200 USD",13:1,,,,,,"Lake Mary, Florida",,,8247,Remington-College-of-Nursing-Orlando,
Reinhardt University,28%,"$36,200 USD",12:1,100%,"$19,653 USD",,90.8%,1420,"Waleska, Georgia",1420,"1,364",1060,Reinhardt-University,
Regis University,58%,"$50,500 USD",14:1,97%,"$25,544 USD",,65.7%,1585,"Denver, Colorado",1585,"8,725",706,Regis-University,
Regis College,49%,"$41,700 USD",11:1,99%,"$26,560 USD",,84.2%,1420,"Weston, Massachusetts",1420,"1,954",1990,Regis-College,
Regent University,47%,"$40,400 USD",28:1,99%,"$17,986 USD",,84.1%,1567,"Virginia Beach, Virginia",1567,"6,950",4358,Regent-University,
Reed College,82%,"$35,200 USD",9:1,51%,"$19,192 USD",109,35.0%,2070,"Portland, Oregon",2070,"1,453",3538,Reed-College,
Rasmussen College-Wisconsin,,"$30,900 USD",17:1,86%,"$16,669 USD",,,,"Green Bay, Wisconsin",,,7022,Rasmussen-College-Wisconsin,
Rasmussen College-North Dakota,14%,"$30,900 USD",17:1,96%,"$18,918 USD",,,,"Fargo, North Dakota",,,3156,Rasmussen-College-North-Dakota,
Rasmussen College-Minnesota,37%,"$30,900 USD",17:1,89%,"$16,278 USD",,,,"St. Cloud, Minnesota",,,2226,Rasmussen-College-Minnesota,
Rasmussen College-Kansas,,,17:1,100%,"$18,235 USD",,,,"Topeka, Kansas",,,8895,Rasmussen-College-Kansas,
Rasmussen College-Illinois,,"$30,900 USD",17:1,94%,"$17,158 USD",,,,"Rockford, Illinois",,,6863,Rasmussen-College-Illinois,
Rasmussen College-Florida,33%,"$30,900 USD",17:1,91%,"$17,191 USD",,,,"Ocala, Florida",,,965,Rasmussen-College-Florida,
Ranken Technical College,44%,"$46,200 USD",13:1,90%,"$15,616 USD",,,,"Saint Louis, Missouri",,,2384,Ranken-Technical-College,
Randolph-Macon College,62%,"$44,700 USD",12:1,100%,"$26,407 USD",257,66.4%,1620,"Ashland, Virginia",1620,"1,418",4411,Randolph-Macon-College,
Randolph College,52%,"$38,500 USD",10:1,100%,"$22,277 USD",,80.5%,1510,"Lynchburg, Virginia",1510,688,4412,Randolph-College,
Ramapo College of New Jersey,73%,"$46,000 USD",17:1,80%,"$16,800 USD",218,53.2%,1642,"Mahwah, New Jersey",1642,"6,026",2621,Ramapo-College-of-New-Jersey,
Radford University,59%,"$42,200 USD",17:1,77%,"$13,903 USD",,83.1%,1450,"Radford, Virginia",1450,"9,743",4409,Radford-University,
Rabbinical Seminary of America,39%,,33:1,80%,"$9,128 USD",,98.9%,,"Flushing, New York",,448,2909,Rabbinical-Seminary-of-America,
Rabbinical Seminary M'kor Chaim,6%,,,100%,"$11,932 USD",,,,"Brooklyn, New York",,,2907,Rabbinical-Seminary-M-kor-Chaim,
Rabbinical College Telshe,33%,,9:1,100%,"$11,596 USD",,,,"Wickliffe, Ohio",,,3371,Rabbinical-College-Telshe,
Rabbinical College Ohr Yisroel,,,24:1,94%,"$6,250 USD",,,,"Brooklyn, New York",,,9020,Rabbinical-College-Ohr-Yisroel,
Rabbinical College of Ohr Shimon Yisroel,39%,"$12,000 USD",16:1,69%,"$17,029 USD",,100.0%,,"Brooklyn, New York",,194,5414,Rabbinical-College-of-Ohr-Shimon-Yisroel,
Rabbinical College of Long Island,3%,,19:1,,,,80.0%,,"Long Beach, New York",,152,2908,Rabbinical-College-of-Long-Island,
Rabbinical College of Ch'san Sofer New York,80%,,13:1,22%,"$19,445 USD",,,,"Brooklyn, New York",,,2904,Rabbinical-College-of-Ch-san-Sofer-New-York,
